Var1,Year,DoY,Hour,Tair,Rh,Tsoil,Rg,PPFD,H,LE,NEE,Ustar,VPD,GPP_DT,VWC_mean,CO2_mean,H2O_mean
1,2019,299,0.5,9.6419,91.7258,16.6755,-27.5282,2.02905,NA,NA,NA,NA,0.99303,-0.267813679198549,26,438.3415454,8.292420687
2,2019,299,1,9.4934,94.9209,16.6089,-26.027,1.97955,NA,NA,NA,NA,0.60351,-0.239014954100028,26,NaN,NaN
3,2019,299,1.5,9.3243,95.4688,16.5451,-23.4278,1.97955,NA,NA,NA,NA,0.53231,0.352784421663147,26,NaN,NaN
4,2019,299,2,9.4468,93.8556,16.4867,-22.5995,2.4744,NA,NA,NA,NA,0.7278,-0.246575048049585,25.9,NaN,NaN
5,2019,299,2.5,9.5982,90.4834,16.4353,-23.5206,2.4579,NA,NA,NA,NA,1.1388,-0.164557822779295,26.1,NaN,NaN
6,2019,299,3,9.629,92.7181,16.3828,-21.2783,1.97955,NA,NA,NA,NA,0.87319,-0.159549883407871,25.9,NaN,NaN
7,2019,299,3.5,9.4164,95.917,16.3311,-29.7807,2.21055,NA,NA,NA,NA,0.48264,-0.542021313196778,25.9,NaN,NaN
8,2019,299,4,9.1,97.1598,16.2795,-45.8669,2.09505,NA,NA,NA,NA,0.32864,-1.11351033088838,26.1,NaN,NaN
9,2019,299,4.5,8.7583,97.9337,16.2226,-58.6333,2.0457,NA,NA,NA,NA,0.23363,-0.590008205911564,25.9,NaN,NaN
10,2019,299,5,8.5896,98.3925,16.1488,-55.6351,1.99635,NA,NA,NA,NA,0.17968,-0.607396073527523,25.8,NaN,NaN
11,2019,299,5.5,8.3758,98.4746,16.056,-67.9791,2.17785,NA,NA,NA,NA,0.16805,0.391469354478353,25.9,NaN,NaN
12,2019,299,6,8.0003,98.8879,15.956,-58.8489,2.12865,NA,NA,NA,NA,0.11942,-0.802595346777876,26,NaN,NaN
13,2019,299,6.5,7.5429,99.5137,15.8443,-53.3626,3.0198,NA,NA,NA,NA,0.050619,-1.12936451144843,26,NaN,NaN
14,2019,299,7,7.1264,99.9657,15.73,-53.577,4.9671,NA,NA,NA,NA,0.0034654,-1.2982568570844,26,NaN,NaN
15,2019,299,7.5,7.356,99.9919,15.6204,-42.3413,31.15665,NA,NA,NA,NA,0.00083541,-1.87142426633241,25.9,NaN,NaN
16,2019,299,8,7.3583,99.9989,15.5179,1.6569,82.00605,NA,NA,NA,NA,0.00011716,2.09403416872701,25.9,NaN,NaN
17,2019,299,8.5,8.0343,99.9977,15.4392,30.145,129.9231,NA,NA,NA,NA,0.00024648,2.29754652075779,25.8,NaN,NaN
18,2019,299,9,8.4199,99.9603,15.4251,40.3076,167.2629,NA,NA,NA,NA,0.0043823,1.87531777578804,26,NaN,NaN
19,2019,299,9.5,8.7883,98.4416,15.4666,82.8204,267.4962,NA,NA,NA,NA,0.17656,1.45340091688725,26.2,NaN,NaN
20,2019,299,10,9.5843,94.5597,15.5522,148.4313,400.9674,NA,NA,NA,NA,0.65039,10.4819949649073,26,NaN,NaN
21,2019,299,10.5,10.4192,86.5775,15.7008,141.148,397.15815,NA,NA,NA,NA,1.6971,15.283770123192,26,NaN,NaN
22,2019,299,11,11.1983,78.8492,15.8977,248.5753,612.87945,NA,NA,NA,NA,2.8168,-4.29483290108039,26,NaN,NaN
23,2019,299,11.5,12.3836,74.8351,16.1339,281.5353,685.242,NA,NA,NA,NA,3.6246,1.27250486378013,25.9,NaN,NaN
24,2019,299,12,13.2822,70.7955,16.4545,309.3871,753.7938,NA,NA,NA,NA,4.4617,2.17792881518291,26,NaN,NaN
25,2019,299,12.5,13.7917,66.9277,16.8248,280.4379,704.01045,NA,NA,NA,NA,5.2232,1.8939718746541,26.1,NaN,NaN
26,2019,299,13,14.6846,58.1617,17.1953,376.5764,899.44575,NA,NA,NA,NA,7.0014,4.03072639969694,25.9,NaN,NaN
27,2019,299,13.5,15.1642,54.6329,17.5689,351.4445,876.1458,NA,NA,NA,NA,7.8303,3.56467964085584,25.9,NaN,NaN
28,2019,299,14,15.7067,51.6225,17.9545,379.132,947.9508,NA,NA,NA,NA,8.6458,4.24031563152452,25.8,NaN,NaN
29,2019,299,14.5,16.1663,48.4197,18.3501,291.4832,785.9736,NA,NA,NA,NA,9.4931,1.95342700201928,25.9,NaN,NaN
30,2019,299,15,16.3918,47.8113,18.7158,272.2715,729.9906,NA,NA,NA,NA,9.7442,2.13855104976122,26,NaN,NaN
31,2019,299,15.5,16.2415,46.1133,19.0104,124.927,443.45565,NA,NA,NA,NA,9.9653,2.7807132966304,26,NaN,NaN
32,2019,299,16,16.2441,44.7593,19.2053,113.1017,399.6378,NA,NA,NA,NA,10.2174,3.55819925890162,25.9,NaN,NaN
33,2019,299,16.5,15.9399,46.9867,19.28,45.0707,253.5087,NA,NA,NA,NA,9.6168,3.37366245604909,25.9,NaN,NaN
34,2019,299,17,15.5128,49.5126,19.2879,4.0026,151.7202,NA,NA,NA,NA,8.9114,4.36852242213008,25.9,NaN,NaN
35,2019,299,17.5,14.9212,55.2457,19.2388,-26.0933,85.80855,NA,NA,NA,NA,7.6046,0.954191979841218,26,NaN,NaN
36,2019,299,18,13.8979,63.7336,19.1484,-51.401,24.7557,NA,NA,NA,NA,5.7674,-2.15938858637045,25.9,NaN,NaN
37,2019,299,18.5,12.558,76.3166,19.0241,-55.6436,4.4016,NA,NA,NA,NA,3.4506,2.59483673512422,25.9,NaN,NaN
38,2019,299,19,11.5306,87.9297,18.8624,-54.4459,4.0728,NA,NA,NA,NA,1.6433,0.963136386944016,26.2,NaN,NaN
39,2019,299,19.5,10.8776,89.8162,18.6771,-58.2069,3.3147,NA,NA,NA,NA,1.3276,-1.09848727754373,25.9,NaN,NaN
40,2019,299,20,10.579,89.8396,18.4856,-55.2008,3.2166,NA,NA,NA,NA,1.2985,-0.697354103777217,25.9,NaN,NaN
41,2019,299,20.5,10.3853,90.8578,18.2876,-55.1699,2.9694,NA,NA,NA,NA,1.1533,-0.575786879236951,26,NaN,NaN
42,2019,299,21,10.1482,90.5337,18.0858,-52.95,3.10125,NA,NA,NA,NA,1.1754,-0.818099877654673,26.1,NaN,NaN
43,2019,299,21.5,9.8051,91.8069,17.8944,-54.0769,2.59005,NA,NA,NA,NA,0.99416,-1.15110807182127,26,NaN,NaN
44,2019,299,22,9.7081,91.7826,17.7176,-50.5301,2.52435,NA,NA,NA,NA,0.99063,-1.1669795071184,25.9,NaN,NaN
45,2019,299,22.5,9.5091,93.3482,17.5481,-55.5767,2.24385,NA,NA,NA,NA,0.79121,-1.27712437183099,26,NaN,NaN
46,2019,299,23,9.254,94.6954,17.3861,-61.9273,2.21085,NA,NA,NA,NA,0.62021,-0.437043637646682,25.9,NaN,NaN
47,2019,299,23.5,9.0327,95.0723,17.2255,-58.7672,2.211,NA,NA,NA,NA,0.5676,-1.28349997090208,26,NaN,NaN
48,2019,300,0,8.4832,96.7227,17.0668,-63.692,2.27715,NA,NA,NA,NA,0.36369,0.0906807746262261,26,NaN,NaN
49,2019,300,0.5,8.0264,98.0576,16.9075,-59.0277,2.3433,NA,NA,NA,NA,0.20896,-0.844098115360858,25.8,NaN,NaN
50,2019,300,1,8.2529,98.2788,16.7447,-54.5892,2.0133,NA,NA,NA,NA,0.18804,-0.741682068724811,26,NaN,NaN
51,2019,300,1.5,7.976,98.5571,16.5912,-51.0035,2.0298,NA,NA,NA,NA,0.15468,-1.5495535903141,26,NaN,NaN
52,2019,300,2,7.6127,99.2242,16.4485,-49.1265,2.1618,NA,NA,NA,NA,0.081127,-1.8474432826466,25.8,NaN,NaN
53,2019,300,2.5,7.3355,99.9449,16.3159,-47.8013,2.52495,NA,NA,NA,NA,0.0056529,-2.31764096944154,25.9,NaN,NaN
54,2019,300,3,7.1253,99.9699,16.1934,-51.9136,2.27775,NA,NA,NA,NA,0.0030393,-2.04399100825725,26,NaN,NaN
55,2019,300,3.5,6.9326,99.9962,16.0669,-44.9001,2.06325,NA,NA,NA,NA,0.00038427,-2.29358433490726,25.9,NaN,NaN
56,2019,300,4,6.9442,99.9978,15.9375,-41.6417,2.03025,NA,NA,NA,NA,0.00021576,-1.04865569911384,25.9,NaN,NaN
57,2019,300,4.5,6.6065,99.9977,15.8151,-41.4915,2.1294,NA,NA,NA,NA,0.00022154,-2.03623372428946,25.9,NaN,NaN
58,2019,300,5,6.3871,99.9972,15.7005,-52.0917,2.1789,NA,NA,NA,NA,0.000273,-1.43709749445924,25.9,NaN,NaN
59,2019,300,5.5,5.7623,99.998,15.5879,-59.0581,2.0139,NA,NA,NA,NA,0.00018226,1.26905945593038,25.8,NaN,NaN
60,2019,300,6,5.4176,99.9958,15.4607,-54.4907,4.1763,NA,NA,NA,NA,0.00038016,1.03482542548266,26,NaN,NaN
61,2019,300,6.5,4.6773,99.9964,15.3158,-50.4478,5.34885,NA,NA,NA,NA,0.00030637,-0.489636657261658,26,NaN,NaN
62,2019,300,7,4.952,99.9947,15.1667,-40.589,5.86185,NA,NA,NA,NA,0.00046021,3.96069245182956,25.9,NaN,NaN
63,2019,300,7.5,4.8492,99.9982,15.0064,-17.9544,32.57925,NA,NA,NA,NA,0.0001572,2.77450950676976,25.9,NaN,NaN
64,2019,300,8,4.8366,99.9962,14.8532,36.0168,126.17625,NA,NA,NA,NA,0.00032707,0.48361537182903,25.8,NaN,NaN
65,2019,300,8.5,5.644,99.9948,14.7379,76.6675,222.77385,NA,NA,NA,NA,0.00047749,1.43024625464172,25.8,NaN,NaN
66,2019,300,9,7.4903,99.9918,14.6993,110.327,358.9443,NA,NA,NA,NA,0.00085143,0.447116905942472,25.9,NaN,NaN
67,2019,300,9.5,8.9615,96.5555,14.7536,189.1168,582.4917,NA,NA,NA,NA,0.39485,-6.23512025467413,25.8,NaN,NaN
68,2019,300,10,10.6291,81.1019,14.8938,283.9764,798.60285,NA,NA,NA,NA,2.4232,2.10070501127203,26,NaN,NaN
69,2019,300,10.5,11.7451,69.5998,15.122,355.4727,957.75765,NA,NA,NA,NA,4.1981,2.6271037510087,25.9,NaN,NaN
70,2019,300,11,13.0161,66.6322,15.5157,408.3483,1089.86385,NA,NA,NA,NA,5.0098,4.2236407807079,25.9,NaN,NaN
71,2019,300,11.5,14.3125,62.4458,16.0738,437.6404,1159.3551,NA,NA,NA,NA,6.135,4.27236420645487,25.9,NaN,NaN
72,2019,300,12,15.2542,52.8491,16.7165,467.3797,1220.9592,NA,NA,NA,NA,8.1854,3.79831131070534,25.8,NaN,NaN
73,2019,300,12.5,16.1532,48.599,17.3234,480.2389,1252.54995,NA,NA,NA,NA,9.4523,5.99098111321732,25.8,NaN,NaN
74,2019,300,13,16.9581,43.074,17.8751,478.6087,1257.7695,NA,NA,NA,NA,11.0182,6.23690069415451,25.8,NaN,NaN
75,2019,300,13.5,17.7343,41.5259,18.4424,463.4537,1252.9119,NA,NA,NA,NA,11.8872,4.06807970134903,25.9,NaN,NaN
76,2019,300,14,18.7662,38.8968,19.0302,431.9955,1224.8616,NA,NA,NA,NA,13.253,4.65447491864187,25.9,NaN,NaN
77,2019,300,14.5,18.835,39.8604,19.5896,391.206,1114.36095,NA,NA,NA,NA,13.1002,5.00156603937967,25.8,NaN,NaN
78,2019,300,15,19.6272,38.9958,20.0802,339.1429,1003.22445,NA,NA,NA,NA,13.9607,5.12653561892231,25.9,NaN,NaN
79,2019,300,15.5,19.4831,37.201,20.4502,262.9088,828.1971,NA,NA,NA,NA,14.2434,4.72222785350789,25.9,NaN,NaN
80,2019,300,16,19.7942,37.1428,20.6974,189.2754,654.35355,NA,NA,NA,NA,14.5346,4.89203612111125,25.9,NaN,NaN
81,2019,300,16.5,18.9343,38.4532,20.8248,94.2797,431.7003,NA,NA,NA,NA,13.4901,4.45086973371374,25.9,NaN,NaN
82,2019,300,17,18.4998,38.0126,20.8169,12.2709,258.8877,NA,NA,NA,NA,13.2224,3.7825913068065,26,NaN,NaN
83,2019,300,17.5,17.5046,44.6821,20.675,-40.0606,97.67745,NA,NA,NA,NA,11.0838,0.894321739292797,25.9,NaN,NaN
84,2019,300,18,16.4391,52.5734,20.465,-48.2416,25.25385,NA,NA,NA,NA,8.8818,0.679700747252577,26,NaN,NaN
85,2019,300,18.5,14.8211,56.5487,20.2409,-51.5526,5.4543,NA,NA,NA,NA,7.3357,-0.949556669702253,25.8,NaN,NaN
86,2019,300,19,13.913,62.1427,20.0145,-65.0778,4.49985,NA,NA,NA,NA,6.0263,-0.222398815858878,25.8,NaN,NaN
87,2019,300,19.5,12.9526,66.4264,19.7776,-67.1798,4.5831,NA,NA,NA,NA,5.0198,0.124751295257299,25.8,NaN,NaN
88,2019,300,20,12.3405,71.9656,19.5271,-51.4169,4.15545,NA,NA,NA,NA,4.0265,1.34013117244384,25.8,NaN,NaN
89,2019,300,20.5,12.0727,72.8505,19.2738,-51.8635,3.79305,NA,NA,NA,NA,3.8312,1.40901031322857,26,NaN,NaN
90,2019,300,21,11.968,72.492,19.0491,-54.2704,3.66195,NA,NA,NA,NA,3.855,0.931000582879264,26,NaN,NaN
91,2019,300,21.5,12.1423,70.3722,18.8336,-45.3743,2.8374,NA,NA,NA,NA,4.2001,1.68754261707785,26.1,NaN,NaN
92,2019,300,22,12.5933,67.1296,18.6287,-36.4056,3.06825,NA,NA,NA,NA,4.8002,1.33366929517695,26,NaN,NaN
93,2019,300,22.5,12.8585,64.6852,18.4496,-37.1138,2.7549,NA,NA,NA,NA,5.2477,1.08338164660605,25.9,NaN,NaN
94,2019,300,23,12.794,64.9802,18.2871,-38.2584,3.1506,NA,NA,NA,NA,5.1819,1.36975047382604,25.9,NaN,NaN
95,2019,300,23.5,12.5636,66.9448,18.1386,-42.483,2.91945,NA,NA,NA,NA,4.8178,1.74850978387214,25.8,NaN,NaN
96,2019,301,0,11.9694,72.9441,18.0031,-63.3847,3.43095,NA,NA,NA,NA,3.792,0.376616703317785,25.9,NaN,NaN
97,2019,301,0.5,11.1687,77.3837,17.8682,-70.7045,3.46425,NA,NA,NA,NA,3.0061,-0.370993745723356,25.8,NaN,NaN
98,2019,301,1,10.835,80.5616,17.711,-76.5247,3.8436,NA,NA,NA,NA,2.5269,-0.985302093836141,26,NaN,NaN
99,2019,301,1.5,10.8494,74.7014,17.5361,-71.6418,3.41475,NA,NA,NA,NA,3.2919,-0.425458694748484,25.8,NaN,NaN
100,2019,301,2,10.063,79.2679,17.3563,-72.2011,4.0914,NA,NA,NA,NA,2.5596,-0.117479569905157,25.8,NaN,NaN
101,2019,301,2.5,9.5785,80.2988,17.1784,-72.7772,4.60365,NA,NA,NA,NA,2.3544,-0.361297327583681,26,NaN,NaN
102,2019,301,3,8.2853,86.0098,16.9918,-73.4001,4.48845,NA,NA,NA,NA,1.5318,0.226629563648468,25.8,NaN,NaN
103,2019,301,3.5,7.5541,90.0356,16.8025,-70.75,3.91155,NA,NA,NA,NA,1.0379,-0.229384737555002,25.9,NaN,NaN
104,2019,301,4,7.7223,92.1069,16.6165,-71.0671,3.68085,NA,NA,NA,NA,0.83167,-0.123905397785052,25.9,NaN,NaN
105,2019,301,4.5,7.7128,93.2176,16.4293,-74.2575,2.6082,NA,NA,NA,NA,0.71416,-0.125360241072479,25.9,NaN,NaN
106,2019,301,5,6.6508,95.4828,16.2472,-70.7632,2.22855,NA,NA,NA,NA,0.4422,0.154823961110933,25.8,NaN,NaN
107,2019,301,5.5,6.3497,97.5211,16.0694,-69.4487,3.45,NA,NA,NA,NA,0.23767,0.698265862025279,26,NaN,NaN
108,2019,301,6,6.5538,97.2478,15.8979,-72.8181,3.59865,NA,NA,NA,NA,0.26762,0.140757950555939,25.8,NaN,NaN
109,2019,301,6.5,7.266,88.6812,15.7325,-75.3636,3.16935,NA,NA,NA,NA,1.1559,-0.54413746511922,25.9,NaN,NaN
110,2019,301,7,7.0653,86.5811,15.5719,-72.4452,4.47345,NA,NA,NA,NA,1.3516,-0.344460993954106,25.8,NaN,NaN
111,2019,301,7.5,6.2996,90.8341,15.4181,-56.1764,32.0742,NA,NA,NA,NA,0.87577,0.691071653861542,25.8,NaN,NaN
112,2019,301,8,7.0227,94.5171,15.2736,-13.1988,119.17335,NA,NA,NA,NA,0.55066,2.2646961959431,25.8,NaN,NaN
113,2019,301,8.5,8.0996,93.883,15.1594,49.2505,252.50025,NA,NA,NA,NA,0.66134,1.23820738332314,25.9,NaN,NaN
114,2019,301,9,9.7762,86.2184,15.1192,130.0735,422.9025,NA,NA,NA,NA,1.669,4.60143637200773,25.8,NaN,NaN
115,2019,301,9.5,11.8842,75.744,15.1751,207.7622,599.8479,NA,NA,NA,NA,3.3805,-3.26270472834908,25.9,NaN,NaN
116,2019,301,10,13.483,70.2521,15.3411,278.4311,767.8026,NA,NA,NA,NA,4.6047,2.39144762423729,25.8,NaN,NaN
117,2019,301,10.5,14.8423,61.9387,15.597,337.6579,908.2446,NA,NA,NA,NA,6.4345,3.66760829534952,25.8,NaN,NaN
118,2019,301,11,16.6784,49.3309,15.9786,386.7487,1017.8031,NA,NA,NA,NA,9.6346,4.7021266660831,25.8,NaN,NaN
119,2019,301,11.5,18.6245,37.1174,16.4857,421.3459,1098.0987,NA,NA,NA,NA,13.5185,4.71882157489109,25.8,NaN,NaN
120,2019,301,12,19.7214,34.2166,17.0584,436.2714,1147.1355,NA,NA,NA,NA,15.1427,5.24254644326181,25.8,NaN,NaN
121,2019,301,12.5,20.1949,26.4841,17.6038,450.908,1181.0058,NA,NA,NA,NA,17.4263,4.82276394549526,25.8,NaN,NaN
122,2019,301,13,21.0686,21.0858,18.109,443.4541,1194.4752,NA,NA,NA,NA,19.7404,5.6363686039976,25.9,NaN,NaN
123,2019,301,13.5,21.4193,19.7761,18.6242,423.6686,1185.2901,NA,NA,NA,NA,20.5042,5.52763676108379,25.8,NaN,NaN
124,2019,301,14,21.7603,19.0752,19.1857,392.3184,1130.79,NA,NA,NA,NA,21.1191,5.72173310370509,25.8,NaN,NaN
125,2019,301,14.5,22.3731,17.8679,19.7416,354.63,1066.48365,NA,NA,NA,NA,22.2494,5.96567180865144,25.8,NaN,NaN
126,2019,301,15,22.1458,19.2414,20.2196,300.3955,924.0306,NA,NA,NA,NA,21.5769,4.89064885914875,26,NaN,NaN
127,2019,301,15.5,22.4903,19.8111,20.5863,240.5245,793.54215,NA,NA,NA,NA,21.8782,4.53398990477444,25.8,NaN,NaN
128,2019,301,16,22.1067,19.7374,20.8374,170.6361,630.33645,NA,NA,NA,NA,21.3934,2.89795920763554,25.8,NaN,NaN
129,2019,301,16.5,21.8021,20.5406,20.9779,97.0778,454.0947,NA,NA,NA,NA,20.7896,4.15068837688884,25.8,NaN,NaN
130,2019,301,17,21.0291,23.1955,20.9842,27.847,288.4479,NA,NA,NA,NA,19.1661,4.53026380980127,25.8,NaN,NaN
131,2019,301,17.5,19.7961,32.57,20.8698,-36.515,138.93945,NA,NA,NA,NA,15.5938,3.09323706174824,25.8,NaN,NaN
132,2019,301,18,17.8561,39.3193,20.6844,-76.7155,40.02225,NA,NA,NA,NA,12.4309,1.67348368791215,25.8,NaN,NaN
133,2019,301,18.5,16.1395,42.4216,20.4523,-84.0143,6.8703,NA,NA,NA,NA,10.5789,1.55689414607111,25.8,NaN,NaN
134,2019,301,19,14.5281,47.8212,20.1817,-78.5028,5.5707,NA,NA,NA,NA,8.6439,-1.17346460439741,25.8,NaN,NaN
135,2019,301,19.5,12.1358,56.3589,19.8889,-74.0533,4.4679,NA,NA,NA,NA,6.1841,0.896475116640866,25.8,NaN,NaN
136,2019,301,20,11.5603,60.5722,19.591,-71.6581,4.46925,NA,NA,NA,NA,5.3785,0.549586509415754,25.9,NaN,NaN
137,2019,301,20.5,11.1957,65.1154,19.2992,-75.0227,3.7611,NA,NA,NA,NA,4.6451,-0.366351400952028,25.9,NaN,NaN
138,2019,301,21,11.14,63.4993,19.0111,-73.6678,3.53025,NA,NA,NA,NA,4.8423,-0.375916444455779,25.8,NaN,NaN
139,2019,301,21.5,11.0077,63.3746,18.7361,-74.9807,3.6954,NA,NA,NA,NA,4.8163,-0.398530663052262,25.8,NaN,NaN
140,2019,301,22,10.7745,63.89,18.4792,-75.2159,4.0089,NA,NA,NA,NA,4.6753,-0.438159442496196,25.9,NaN,NaN
141,2019,301,22.5,10.5964,64.4409,18.2346,-75.1725,3.2334,NA,NA,NA,NA,4.5496,-0.274644879216122,25.8,NaN,NaN
142,2019,301,23,9.9366,68.6517,18.0025,-75.0146,3.36555,NA,NA,NA,NA,3.8375,-0.138331386361095,25.9,NaN,NaN
143,2019,301,23.5,9.7402,69.0947,17.7844,-74.6006,3.46485,NA,NA,NA,NA,3.7337,-0.365275094126228,25.8,NaN,NaN
144,2019,302,0,8.7869,74.6677,17.5745,-74.1027,4.059,-25.5395,-1.4822,5.3395,0.26043,2.8697,-3.18140802067901,25.9,438.3415454,8.292420687
145,2019,302,0.5,8.0117,80.6094,17.3721,-72.9828,4.83495,3.0269,-1.3706,-1.9455,0.024826,2.0839,0.142322209319404,25.8,437.6489628,8.176745783
146,2019,302,1,7.9261,82.4192,17.1668,-74.8889,4.52175,-9.554,2.3882,5.1291,0.059833,1.8784,0.129210145789729,25.8,440.4908022,8.215327507
147,2019,302,1.5,7.2735,89.2438,16.971,-75.4477,3.6147,-2.268,-0.15859,0.38534,0.054771,1.099,-0.543019174254828,25.8,441.9736509,8.171027308
148,2019,302,2,6.9538,90.0935,16.775,-73.1399,3.615,-4.3555,-2.6372,2.7118,0.032989,0.99022,0.0397338552049138,25.9,438.5884222,7.869863152
149,2019,302,2.5,6.5329,90.0091,16.5813,-71.6937,3.9453,0.0023616,-4.3579,-1.0183,0.10077,0.97011,2.83519401558245,25.8,441.8271643,7.747196516
150,2019,302,3,6.4915,89.7346,16.3879,-73.6418,3.03735,-12.583,-3.596,1.4507,0.10537,0.99391,0.360248672777887,25.8,438.0928335,7.71323023
151,2019,302,3.5,6.1468,91.2118,16.2005,-73.0564,3.4005,-10.9094,2.196,3.2654,0.11172,0.83085,-1.50392483172414,25.8,433.5114729,7.464105707
152,2019,302,4,6.4886,87.0238,16.0198,-72.5428,3.10365,30.9634,-5.8274,-8.2571,0.10058,1.2561,10.0676342594857,25.8,438.6218245,7.500017727
153,2019,302,4.5,5.6419,91.4376,15.8466,-71.5167,3.63225,-0.32866,0.47137,0.72198,0.03942,0.78163,1.25224960619345,25.8,444.7690324,7.38018327
154,2019,302,5,5.528,93.0296,15.6727,-72.5523,3.88035,-3.4966,2.1915,1.1722,0.086362,0.63128,0.502379369160807,25.8,446.4285957,7.352362119
155,2019,302,5.5,5.2661,92.7477,15.5007,-72.2958,3.18705,-20.0094,-5.8493,3.3723,0.11252,0.64493,-1.73373916606883,25.8,447.9808757,7.27056719
156,2019,302,6,4.7087,95.4013,15.3339,-71.5554,3.68235,3.481,2.8309,-0.0045958,0.080499,0.39332,1.56770770079573,25.8,445.2297863,7.029970007
157,2019,302,6.5,4.6826,96.1856,15.1703,-73.7303,2.87325,-3.7043,-0.73557,-0.10637,0.073072,0.32564,1.66599998926609,25.8,442.0151929,7.024500168
158,2019,302,7,4.4643,94.5669,15.0127,-71.9552,4.11165,4.428,-0.44002,-1.6211,0.081048,0.45678,3.15170457834802,25.8,444.8095705,6.909086288
159,2019,302,7.5,4.0266,96.4395,14.8576,-56.7389,31.8369,-11.5479,-3.691,-1.1397,0.11573,0.29026,2.61312540099718,25.7,448.3255455,6.770682987
160,2019,302,8,4.656,96.7122,14.7114,-10.7286,134.7291,-3.3748,2.4093,3.1718,0.050874,0.28016,3.2813547512102,25.8,449.5752513,7.096480521
161,2019,302,8.5,6.0036,92.7118,14.5975,65.2212,288.14745,5.6996,17.0098,1.5439,0.081169,0.68223,0.19724101399344,25.8,441.0863068,7.34584542
162,2019,302,9,7.8831,85.7147,14.5461,136.1255,442.806,16.3665,31.9703,1.132,0.080025,1.5218,0.88569178586175,25.8,440.9978021,7.812592025
163,2019,302,9.5,10.2596,69.508,14.5916,210.7286,613.6056,36.9817,74.5964,2.5063,0.1549,3.8144,-0.109288422841308,25.8,432.2567588,7.434648275
164,2019,302,10,11.4178,62.6352,14.7408,275.1733,763.82385,47.8952,57.9826,-0.21632,0.15041,5.0492,2.80977053845643,25.8,431.2376395,7.580324247
165,2019,302,10.5,12.4452,59.4627,14.9783,330.7197,898.9458,68.4152,70.826,-0.38625,0.19356,5.8625,3.16016567552965,25.9,429.9603423,7.960385583
166,2019,302,11,13.4338,54.6478,15.3231,371.8309,1009.89075,95.5392,89.9717,0.35156,0.17644,6.9975,2.60137471109191,25.9,428.6630619,8.116480907
167,2019,302,11.5,14.4219,52.16,15.8181,408.2465,1107.3723,114.2514,108.0637,-0.9653,0.20811,7.8709,4.10228689015071,25.9,428.6416664,8.283767577
168,2019,302,12,15.2079,50.1456,16.4094,424.9727,1154.3739,118.6019,99.0359,-0.93402,0.1169,8.629,4.2209872222834,25.8,429.6609679,8.329511551
169,2019,302,12.5,16.3287,46.8392,17.0101,430.6033,1194.47055,129.2542,105.2009,-0.19985,0.20673,9.8859,3.70601721497745,25.7,429.6682365,8.329816604
170,2019,302,13,17.0483,45.4286,17.5889,428.2847,1216.28025,139.5927,108.8055,-0.35696,0.20625,10.6231,4.00709997715722,25.8,429.0020313,8.514010154
171,2019,302,13.5,17.5285,43.7476,18.1845,412.7604,1175.4801,132.6072,96.8623,-0.12278,0.21348,11.2881,3.87036936750621,25.8,429.6386783,8.44666118
172,2019,302,14,17.8223,39.8025,18.8017,392.2507,1109.1213,127.7795,89.4939,-3.3943,0.24274,12.3056,7.20203031176589,25.7,428.430991,7.723459859
173,2019,302,14.5,18.2373,38.5463,19.3332,351.8301,1007.0745,104.0643,81.1175,-1.7316,0.21768,12.8946,5.62497897710677,25.8,428.5706179,7.672676065
174,2019,302,15,18.5386,39.9539,19.7978,296.453,875.2692,107.724,90.4953,0.97035,0.23873,12.8395,2.98572527478835,25.8,428.7519688,8.159863114
175,2019,302,15.5,18.8024,40.8002,20.1468,235.2624,733.83645,93.2421,98.9526,-0.55062,0.17692,12.8692,4.56190577187517,25.7,425.4003471,8.51727414
176,2019,302,16,18.7301,42.0757,20.3866,166.8236,575.57475,NA,NA,NA,NA,12.5352,4.69643938909808,25.6,NaN,NaN
177,2019,302,16.5,18.5332,42.2987,20.5222,92.4213,409.1712,37.1047,50.5203,0.64016,0.1745,12.334,3.31479111777446,25.7,430.9716259,9.117330969
178,2019,302,17,18.262,43.84,20.5171,18.6385,249.9756,16.2086,36.6437,0.76917,0.1371,11.8021,3.12934459612499,25.7,430.3275795,9.322875652
179,2019,302,17.5,17.8687,46.9184,20.4024,-35.581,120.7002,-0.68908,19.7719,0.54284,0.086789,10.8827,3.27442960962546,25.7,430.639229,9.821121496
180,2019,302,18,16.6082,53.915,20.2196,-65.5342,30.51015,-0.96641,-0.17949,0.063871,0.029347,8.7239,-0.807674378599982,25.5,443.2968904,10.7239307
181,2019,302,18.5,14.3684,63.7647,19.989,-68.0745,4.9929,-4.3983,-10.946,-3.6117,0.036963,5.941,0.604238619608627,25.7,456.619459,10.93710751
182,2019,302,19,12.9107,69.421,19.7268,-63.353,4.07145,10.5812,-4.1326,0.27861,0.061445,4.5595,0.117169139709637,25.5,466.8442952,10.68816109
183,2019,302,19.5,12.5007,70.9831,19.447,-66.8884,4.155,-0.78085,0.36296,-0.67894,0.05121,4.2117,0.547851185217547,25.7,469.7023794,10.60600163
184,2019,302,20,11.3457,79.2667,19.167,-63.7283,3.80955,-0.17508,0.27745,-0.15547,0.014326,2.7884,-0.0825102566560116,25.7,473.0051045,10.49838467
