Var1,Year,DoY,Hour,Tair,Rh,Tsoil,Rg,PPFD,H,LE,NEE,Ustar,VPD,GPP_DT,VWC_mean,CO2_mean,H2O_mean
12152,2020,187,4,21.7222,97.5152,31.2559,-40.9575,0,NA,NA,NA,NA,0.64694,0.656547823489493,25.4,NaN,NaN
12153,2020,187,4.5,21.3628,98.6264,31.1113,-44.5373,0,NA,NA,NA,NA,0.34986,-1.1109731223402,25.4,NaN,NaN
12154,2020,187,5,21.1391,99.8919,30.9776,-42.7107,0,NA,NA,NA,NA,0.027171,0.544578159896319,25.3,NaN,NaN
12155,2020,187,5.5,21.0954,99.9593,30.8382,-35.8279,0.19761,NA,NA,NA,NA,0.010198,1.01033892993057,25.5,NaN,NaN
12156,2020,187,6,21.0483,99.9404,30.713,-29.8516,10.5888,NA,NA,NA,NA,0.014888,1.29165532122068,25.4,NaN,NaN
12157,2020,187,6.5,21.324,99.9692,30.6008,-12.0222,61.78995,NA,NA,NA,NA,0.0078313,0.948584295170788,25.3,NaN,NaN
12158,2020,187,7,21.6412,99.9046,30.5067,40.7833,160.5648,NA,NA,NA,NA,0.024726,7.38975682864091,25.4,NaN,NaN
12159,2020,187,7.5,21.9621,98.9029,30.4533,64.6888,218.1849,NA,NA,NA,NA,0.28986,1.44720651113489,25.3,NaN,NaN
12160,2020,187,8,23.2366,94.516,30.4468,141.0677,389.8791,NA,NA,NA,NA,1.5654,7.09647560280129,25.3,NaN,NaN
12161,2020,187,8.5,24.118,88.5644,30.488,142.4588,391.88475,NA,NA,NA,NA,3.442,0.954252923587044,25.2,NaN,NaN
12162,2020,187,9,24.8495,81.2968,30.5679,212.3004,522.12825,NA,NA,NA,NA,5.8811,-3.38578798850484,25.3,NaN,NaN
12163,2020,187,9.5,25.7114,78.4512,30.67,258.7428,621.79845,NA,NA,NA,NA,7.1319,27.7420274193757,25.4,NaN,NaN
12164,2020,187,10,26.7861,76.0884,30.8341,425.0819,953.7792,NA,NA,NA,NA,8.4318,30.6504429581398,25.3,NaN,NaN
12165,2020,187,10.5,27.183,74.843,31.0907,393.7859,903.9801,NA,NA,NA,NA,9.0798,35.6911633741997,25.2,NaN,NaN
12166,2020,187,11,27.7208,73.2535,31.3712,410.5482,941.7633,NA,NA,NA,NA,9.9617,37.6792264463959,25.2,NaN,NaN
12167,2020,187,11.5,27.94,71.3185,31.711,329.1639,779.4912,NA,NA,NA,NA,10.8197,31.4728561077485,25.2,NaN,NaN
12168,2020,187,12,28.4354,69.2187,31.988,279.3542,686.99205,NA,NA,NA,NA,11.951,30.3339826950127,25.3,NaN,NaN
12169,2020,187,12.5,28.45,69.8867,32.173,278.6812,694.73685,NA,NA,NA,NA,11.7016,28.4772458164671,25.3,NaN,NaN
12170,2020,187,13,28.4789,68.4201,32.374,238.2474,622.9233,NA,NA,NA,NA,12.292,26.3066483014008,25.2,NaN,NaN
12171,2020,187,13.5,28.9448,66.8416,32.5217,339.132,815.95125,NA,NA,NA,NA,13.2592,32.6485593937724,25.3,NaN,NaN
12172,2020,187,14,29.7274,64.534,32.6898,344.3773,824.1669,NA,NA,NA,NA,14.8359,31.8090841591027,25.1,NaN,NaN
12173,2020,187,14.5,29.6689,63.5542,32.9085,315.4202,766.25475,NA,NA,NA,NA,15.1946,32.6083104735974,25.1,NaN,NaN
12174,2020,187,15,29.709,63.578,33.1154,261.8705,657.58845,NA,NA,NA,NA,15.2197,24.5583404187824,25.2,NaN,NaN
12175,2020,187,15.5,29.5088,63.6405,33.2671,236.9761,604.47225,NA,NA,NA,NA,15.0197,20.6532987122904,25.1,NaN,NaN
12176,2020,187,16,29.9376,62.6235,33.4006,286.5099,703.0578,NA,NA,NA,NA,15.8248,15.2966798286705,25.1,NaN,NaN
12177,2020,187,16.5,30.5657,61.6645,33.5196,407.4164,956.3547,NA,NA,NA,NA,16.8247,36.0847231738574,25.1,NaN,NaN
12178,2020,187,17,30.6078,61.1672,33.6346,296.7678,762.98205,NA,NA,NA,NA,17.0839,15.6551769307126,25.1,NaN,NaN
12179,2020,187,17.5,30.4267,56.1847,33.7109,223.5938,597.85185,NA,NA,NA,NA,19.0776,15.3064353094566,25,NaN,NaN
12180,2020,187,18,30.6934,52.6897,33.7359,161.8808,501.5442,NA,NA,NA,NA,20.9153,12.853708343423,25,NaN,NaN
12181,2020,187,18.5,30.9714,50.9465,33.7616,96.8833,382.206,NA,NA,NA,NA,22.0321,10.6061183792138,25.1,NaN,NaN
12182,2020,187,19,31.1743,51.9558,33.732,27.8196,237.82215,NA,NA,NA,NA,21.8291,9.60860293295406,25,NaN,NaN
12183,2020,187,19.5,30.224,55.6032,33.6425,-32.6614,115.1124,NA,NA,NA,NA,19.1081,5.33329527395047,25,NaN,NaN
12184,2020,187,20,28.5547,63.8009,33.5057,-61.988,32.0535,NA,NA,NA,NA,14.152,0.927477029008926,25.1,NaN,NaN
12185,2020,187,20.5,26.7554,68.589,33.33,-67.2723,2.59905,NA,NA,NA,NA,11.0563,0.416322009880933,25,NaN,NaN
12186,2020,187,21,25.1829,76.5056,33.1146,-66.8071,-0.855675,NA,NA,NA,NA,7.5357,-1.19218169854191,25.1,NaN,NaN
12187,2020,187,21.5,23.9328,87.4288,32.8807,-64.9488,-0.806505,NA,NA,NA,NA,3.742,-6.31248525608841,25,NaN,NaN
12188,2020,187,22,23.3999,90.5732,32.6377,-63.9103,-0.62556,NA,NA,NA,NA,2.7174,-1.69019815008703,25,NaN,NaN
12189,2020,187,22.5,23.2155,90.9634,32.4059,-62.5869,-0.23052,NA,NA,NA,NA,2.5762,-1.74616051464329,24.9,NaN,NaN
12190,2020,187,23,22.4088,93.5036,32.1669,-63.0479,-0.131733,NA,NA,NA,NA,1.7637,-1.55086545869577,25.1,NaN,NaN
12191,2020,187,23.5,22.0281,95.3715,31.9443,-66.9348,-0.0493995,NA,NA,NA,NA,1.2278,-2.19490479158805,25,NaN,NaN
12192,2020,188,0,21.5864,96.0627,31.7348,-59.009,-0.0494025,NA,NA,NA,NA,1.0167,-2.32534406222592,25,NaN,NaN
12193,2020,188,0.5,21.2401,97.4895,31.5363,-62.1005,0,NA,NA,NA,NA,0.63464,-2.42688149426517,25,NaN,NaN
12194,2020,188,1,20.9019,99.4171,31.3485,-66.2727,-0.0494085,NA,NA,NA,NA,0.14432,-2.52541981857809,24.9,NaN,NaN
12195,2020,188,1.5,20.9694,99.927,31.1672,-67.1865,-0.03294,NA,NA,NA,NA,0.018145,-2.50588530081889,25,NaN,NaN
12196,2020,188,2,20.8036,99.4635,30.9916,-62.7171,-0.01647,NA,NA,NA,NA,0.13204,-2.64747927290629,25,NaN,NaN
12197,2020,188,2.5,20.5161,99.7027,30.818,-56.4316,0,NA,NA,NA,NA,0.071877,-2.53517887216164,25,NaN,NaN
12198,2020,188,3,20.5077,99.9394,30.6433,-51.1328,0,NA,NA,NA,NA,0.01464,-2.53768086417057,25,NaN,NaN
12199,2020,188,3.5,20.06,99.9374,30.4669,-54.9898,0,NA,NA,NA,NA,0.014704,-2.66610439215677,25,NaN,NaN
12200,2020,188,4,19.8466,99.9618,30.3024,-48.5949,0,NA,NA,NA,NA,0.0088665,-2.2672229569308,25,NaN,NaN
12201,2020,188,4.5,19.717,99.9485,30.1483,-41.5398,0,NA,NA,NA,NA,0.011856,-0.176946996579762,25,NaN,NaN
12202,2020,188,5,19.6356,99.9566,29.9964,-44.248,0,NA,NA,NA,NA,0.0099257,-1.22063836259476,25,NaN,NaN
12203,2020,188,5.5,18.9943,99.9662,29.8496,-49.3596,0.312975,NA,NA,NA,NA,0.0074363,-1.79995832430184,24.9,NaN,NaN
12204,2020,188,6,18.9123,99.9576,29.7116,-44.5672,11.6787,NA,NA,NA,NA,0.0092785,-1.69467597608844,25,NaN,NaN
12205,2020,188,6.5,18.9698,99.9709,29.5858,-20.7162,70.31955,NA,NA,NA,NA,0.0064012,0.517839978269776,24.9,NaN,NaN
12206,2020,188,7,19.6509,99.9631,29.4788,28.3019,183.9774,NA,NA,NA,NA,0.0084569,5.6968190873723,24.9,NaN,NaN
12207,2020,188,7.5,20.8468,99.6508,29.4118,106.4397,335.28195,NA,NA,NA,NA,0.086172,-1.99490856870805,24.9,NaN,NaN
12208,2020,188,8,22.1766,95.0716,29.3875,172.3537,492.15165,NA,NA,NA,NA,1.3192,16.4317520253559,24.9,NaN,NaN
12209,2020,188,8.5,23.4147,87.8879,29.4082,259.0703,663.7059,NA,NA,NA,NA,3.4947,19.902042786842,24.8,NaN,NaN
12210,2020,188,9,24.4601,82.6226,29.4755,328.2045,804.66765,NA,NA,NA,NA,5.3386,19.1707095811628,24.8,NaN,NaN
12211,2020,188,9.5,26.0107,76.7221,29.5941,427.3089,995.8344,NA,NA,NA,NA,7.8418,25.3828392778328,24.8,NaN,NaN
12212,2020,188,10,27.7027,68.3667,29.8555,497.7845,1135.1796,NA,NA,NA,NA,11.7694,41.0993122258651,24.9,NaN,NaN
12213,2020,188,10.5,28.6466,62.9068,30.2418,560.1297,1259.35395,NA,NA,NA,NA,14.5789,32.1738269474767,24.8,NaN,NaN
12214,2020,188,11,29.685,57.2274,30.7112,593.1583,1320.20145,NA,NA,NA,NA,17.8488,38.2225282986315,24.7,NaN,NaN
12215,2020,188,11.5,30.5902,50.8907,31.2156,553.4635,1237.14975,NA,NA,NA,NA,21.5832,42.0560245132196,24.7,NaN,NaN
12216,2020,188,12,31.1454,48.8795,31.7167,497.7285,1132.5459,NA,NA,NA,NA,23.1888,27.3530580533166,24.8,NaN,NaN
12217,2020,188,12.5,31.5763,49.3279,32.1953,665.0746,1464.3051,NA,NA,NA,NA,23.554,25.7620534845521,24.8,NaN,NaN
12218,2020,188,13,31.8776,48.6644,32.7355,673.9158,1492.23585,NA,NA,NA,NA,24.2728,25.8642836760127,24.7,NaN,NaN
12219,2020,188,13.5,32.6921,47.1856,33.3642,641.8359,1431.8775,NA,NA,NA,NA,26.1445,26.7424471832097,24.7,NaN,NaN
12220,2020,188,14,32.6267,46.5887,34.0063,458.7484,1067.553,NA,NA,NA,NA,26.343,25.3162953384853,24.6,NaN,NaN
12221,2020,188,14.5,33.3325,43.0625,34.5337,525.7914,1207.7097,NA,NA,NA,NA,29.2153,28.7484473257744,24.7,NaN,NaN
12222,2020,188,15,33.7898,39.8096,34.985,546.3051,1254.38895,NA,NA,NA,NA,31.6826,21.5120202135041,24.6,NaN,NaN
12223,2020,188,15.5,34.3289,38.6452,35.455,448.5637,1073.2062,NA,NA,NA,NA,33.2782,26.326093301542,24.5,NaN,NaN
12224,2020,188,16,34.0157,39.0329,35.8335,456.6209,1091.9418,NA,NA,NA,NA,32.4975,27.9315824427076,24.5,NaN,NaN
12225,2020,188,16.5,34.1109,39.2338,36.1519,381.3384,941.40495,NA,NA,NA,NA,32.5623,25.986366393832,24.6,NaN,NaN
12226,2020,188,17,34.218,38.2551,36.2779,276.6655,736.1868,NA,NA,NA,NA,33.2841,15.5431154914226,24.5,NaN,NaN
12227,2020,188,17.5,33.5656,39.7791,36.2493,140.5145,452.6751,NA,NA,NA,NA,31.305,12.3340662650472,24.4,NaN,NaN
12228,2020,188,18,32.9049,39.9327,36.153,95.4659,354.45765,NA,NA,NA,NA,30.0921,9.71701453592753,24.5,NaN,NaN
12229,2020,188,18.5,32.4374,36.4665,36.0324,40.0952,247.16985,NA,NA,NA,NA,31.0037,8.07759977639095,24.5,NaN,NaN
12230,2020,188,19,32.263,37.4427,35.8581,13.8087,199.4706,NA,NA,NA,NA,30.2291,5.12362475354573,24.5,NaN,NaN
12231,2020,188,19.5,32.2503,41.8091,35.6422,-21.0535,143.5968,NA,NA,NA,NA,28.0989,5.11053673236803,24.4,NaN,NaN
12232,2020,188,20,30.6491,50.4983,35.416,-59.9744,34.5531,NA,NA,NA,NA,21.8289,1.44499818353544,24.4,NaN,NaN
12233,2020,188,20.5,27.5071,59.2707,35.1664,-70.1588,2.451,NA,NA,NA,NA,14.9816,0.581813645540985,24.4,NaN,NaN
12234,2020,188,21,26.1028,62.3403,34.8802,-67.2102,-0.839175,NA,NA,NA,NA,12.7559,0.132854255156884,24.3,NaN,NaN
12235,2020,188,21.5,25.5684,64.8698,34.5795,-62.5331,-0.88872,NA,NA,NA,NA,11.5288,-2.13547548899011,24.4,NaN,NaN
12236,2020,188,22,25.0493,66.5697,34.287,-62.2294,-0.839505,NA,NA,NA,NA,10.6378,-2.29790327220406,24.4,NaN,NaN
12237,2020,188,22.5,24.3507,68.3853,34.0008,-61.6713,-0.52677,NA,NA,NA,NA,9.6492,-2.35769582775179,24.4,NaN,NaN
12238,2020,188,23,23.3373,76.043,33.7355,-53.2283,-0.0823245,NA,NA,NA,NA,6.8801,-3.40926790218478,24.5,NaN,NaN
12239,2020,188,23.5,22.914,85.3884,33.4738,-45.4087,-0.131733,NA,NA,NA,NA,4.0903,-1.62767842488228,24.5,NaN,NaN
12240,2020,189,0,23.0147,84.4588,33.2274,-55.9899,-0.032934,NA,NA,NA,NA,4.3771,-1.41654799388194,24.5,NaN,NaN
12241,2020,189,0.5,22.3912,88.9877,32.9953,-60.293,-0.016467,NA,NA,NA,NA,2.9865,-2.09102184107589,24.5,NaN,NaN
12242,2020,189,1,22.0292,90.5235,32.7727,-58.9556,-0.032934,NA,NA,NA,NA,2.514,-2.19866520810924,24.4,NaN,NaN
12243,2020,189,1.5,22.2312,89.824,32.5602,-65.276,-0.0329385,NA,NA,NA,NA,2.733,-2.13881474947059,24.2,NaN,NaN
12244,2020,189,2,21.4227,92.2617,32.3485,-66.8141,0,NA,NA,NA,NA,1.9782,-2.47084055415587,24.4,NaN,NaN
12245,2020,189,2.5,21.0627,93.7508,32.1344,-65.8818,0,NA,NA,NA,NA,1.5627,-2.38060354155667,24.4,NaN,NaN
12246,2020,189,3,20.682,94.4365,31.9342,-68.0974,0,NA,NA,NA,NA,1.359,-2.49100435953267,24.4,NaN,NaN
12247,2020,189,3.5,20.566,93.0277,31.7432,-62.8312,0,NA,NA,NA,NA,1.691,-1.58266242354968,24.4,NaN,NaN
12248,2020,189,4,20.133,93.7816,31.5532,-60.4186,0,NA,NA,NA,NA,1.4684,-1.70694992325989,24.4,NaN,NaN
12249,2020,189,4.5,20.0125,92.8986,31.3569,-61.8961,0,NA,NA,NA,NA,1.6644,-1.74141615776737,24.3,NaN,NaN
12250,2020,189,5,19.8803,93.7883,31.167,-59.3855,0,NA,NA,NA,NA,1.444,-1.77909768717732,24.6,NaN,NaN
12251,2020,189,5.5,19.6705,93.1593,30.9844,-60.4141,0.23061,NA,NA,NA,NA,1.5697,-1.8386662747981,24.3,NaN,NaN
12252,2020,189,6,19.3037,94.1147,30.8081,-52.0005,12.12405,NA,NA,NA,NA,1.32,-1.94211712973934,24.3,NaN,NaN
12253,2020,189,6.5,19.5454,94.424,30.6423,-21.9622,76.9536,NA,NA,NA,NA,1.2696,0.676015419066482,24.5,NaN,NaN
12254,2020,189,7,21.0663,90.1866,30.4968,29.639,197.52105,NA,NA,NA,NA,2.4545,6.21831600879841,24.3,NaN,NaN
12255,2020,189,7.5,21.9812,86.3783,30.4016,84.9412,319.7577,NA,NA,NA,NA,3.6031,1.20834298690176,24.3,NaN,NaN
12256,2020,189,8,23.4444,82.0174,30.3554,192.3298,538.59885,NA,NA,NA,NA,5.1977,17.3540578636796,24.5,NaN,NaN
12257,2020,189,8.5,25.0571,75.6772,30.3513,279.608,712.48155,NA,NA,NA,NA,7.7433,27.9440922186377,24.3,NaN,NaN
12258,2020,189,9,26.6168,68.0781,30.4094,344.3197,847.62135,NA,NA,NA,NA,11.145,32.8946154557139,24.2,NaN,NaN
12259,2020,189,9.5,28.4347,57.9564,30.5236,413.8656,985.83675,NA,NA,NA,NA,16.323,53.4383526374602,24.2,NaN,NaN
12260,2020,189,10,29.9835,50.265,30.7447,459.9337,1075.0443,NA,NA,NA,NA,21.1128,30.5341358259692,24.2,NaN,NaN
12261,2020,189,10.5,30.34,50.4426,31.1217,538.7231,1225.3782,NA,NA,NA,NA,21.4711,42.5370115371444,24.1,NaN,NaN
12262,2020,189,11,31.0568,48.5965,31.5921,593.0674,1336.7691,NA,NA,NA,NA,23.2,27.3597393622524,24.2,NaN,NaN
12263,2020,189,11.5,31.6698,46.9227,32.1085,627.7904,1407.56625,NA,NA,NA,NA,24.8032,30.5626318193263,24.1,NaN,NaN
12264,2020,189,12,32.4397,44.6531,32.6562,655.2344,1470.21015,NA,NA,NA,NA,27.0121,30.474094389248,24,NaN,NaN
12265,2020,189,12.5,33.0055,43.8824,33.2277,667.8578,1503.9795,NA,NA,NA,NA,28.2725,26.2442850302247,24,NaN,NaN
12266,2020,189,13,33.5788,42.9015,33.8199,665.7391,1507.05,NA,NA,NA,NA,29.7037,40.0371789583519,24.1,NaN,NaN
12267,2020,189,13.5,33.9951,41.147,34.4441,661.35,1505.892,NA,NA,NA,NA,31.3347,45.2218766344034,23.9,NaN,NaN
12268,2020,189,14,34.9619,36.1283,35.119,644.0098,1486.01445,NA,NA,NA,NA,35.8785,27.005010854972,23.9,NaN,NaN
12269,2020,189,14.5,35.0076,34.2853,35.8421,611.2123,1426.62345,NA,NA,NA,NA,37.0071,26.5982273935877,23.7,NaN,NaN
12270,2020,189,15,35.4366,34.2573,36.481,567.0585,1340.62515,NA,NA,NA,NA,37.9086,22.280709279024,23.8,NaN,NaN
12271,2020,189,15.5,35.7527,36.4153,37.058,512.8691,1235.54835,NA,NA,NA,NA,37.3068,31.3066306245913,23.8,NaN,NaN
12272,2020,189,16,35.6835,37.8527,37.5648,453.1385,1111.73715,NA,NA,NA,NA,36.3251,20.8121984435552,23.6,NaN,NaN
12273,2020,189,16.5,35.5874,37.8939,37.9639,385.4562,968.08245,NA,NA,NA,NA,36.1101,24.1326333195328,23.7,NaN,NaN
12274,2020,189,17,35.8329,37.3829,38.069,307.8245,806.3379,NA,NA,NA,NA,36.9012,19.950430777362,23.7,NaN,NaN
12275,2020,189,17.5,35.6151,37.3888,37.948,236.5029,657.09195,NA,NA,NA,NA,36.4591,18.962596080372,23.6,NaN,NaN
12276,2020,189,18,35.3033,37.9413,37.8601,157.5862,498.39105,NA,NA,NA,NA,35.5228,14.1727421489681,23.6,NaN,NaN
12277,2020,189,18.5,34.9766,38.8125,37.7748,81.405,348.20385,NA,NA,NA,NA,34.3986,12.1660317943112,23.5,NaN,NaN
12278,2020,189,19,34.6111,39.2695,37.6324,17.0324,214.17615,NA,NA,NA,NA,33.4588,12.8062463854473,23.5,NaN,NaN
12279,2020,189,19.5,33.9575,40.9509,37.4288,-35.0818,101.0295,NA,NA,NA,NA,31.3735,4.67032729448893,23.5,NaN,NaN
12280,2020,189,20,31.7294,49.8337,37.1749,-56.1983,29.8458,NA,NA,NA,NA,23.522,1.35557704460715,23.5,NaN,NaN
12281,2020,189,20.5,30.2892,53.0602,36.879,-60.842,2.66415,NA,NA,NA,NA,20.2781,1.3988442403152,23.6,NaN,NaN
12282,2020,189,21,29.2747,57.5009,36.5798,-57.0959,-0.164505,NA,NA,NA,NA,17.3209,1.24214158376186,23.5,NaN,NaN
12283,2020,189,21.5,27.9138,64.542,36.278,-53.4918,-0.80622,NA,NA,NA,NA,13.3557,0.708242416815247,23.5,NaN,NaN
12284,2020,189,22,27.705,63.6574,35.9862,-51.6299,-0.85569,NA,NA,NA,NA,13.5234,0.640536557028383,23.6,NaN,NaN
12285,2020,189,22.5,26.6015,70.3786,35.7001,-50.2285,-0.90513,NA,NA,NA,NA,10.3325,-3.37256332823491,23.6,NaN,NaN
12286,2020,189,23,25.9623,72.3122,35.438,-52.504,-0.88881,NA,NA,NA,NA,9.3008,-3.57697812251839,23.5,NaN,NaN
12287,2020,189,23.5,25.482,74.4351,35.1816,-49.0601,-0.757215,NA,NA,NA,NA,8.3469,-3.72810924025146,23.6,NaN,NaN
12288,2020,190,0,25.1586,76.8183,34.9246,-50.022,-0.460905,NA,NA,NA,NA,7.4247,-3.82932147705763,23.5,NaN,NaN
12289,2020,190,0.5,24.2175,86.1015,34.6807,-52.5264,-0.41154,NA,NA,NA,NA,4.2083,-4.12071381331266,23.6,NaN,NaN
12290,2020,190,1,24.3624,83.8407,34.4541,-52.0918,-0.493875,NA,NA,NA,NA,4.9355,-4.07621033581692,23.6,NaN,NaN
12291,2020,190,1.5,24.0957,84.4886,34.2368,-50.8371,-0.279885,NA,NA,NA,NA,4.6625,-4.1582784013402,23.6,NaN,NaN
12292,2020,190,2,23.7045,85.7002,34.0364,-49.5922,-0.1317285,NA,NA,NA,NA,4.1985,-3.17229044642238,23.5,NaN,NaN
12293,2020,190,2.5,23.2875,87.5369,33.834,-49.9993,-0.345795,NA,NA,NA,NA,3.5685,-2.79308937399708,23.6,NaN,NaN
12294,2020,190,3,22.8835,89.3272,33.6272,-51.693,-0.0658665,NA,NA,NA,NA,2.9821,-1.46056489781102,23.6,NaN,NaN
12295,2020,190,3.5,22.9944,87.5691,33.4285,-49.3587,-0.032934,NA,NA,NA,NA,3.4968,-2.05481851909184,23.5,NaN,NaN
12296,2020,190,4,22.6458,90.0475,33.2381,-35.6196,-0.0823335,NA,NA,NA,NA,2.7411,0.799812033410608,23.5,NaN,NaN
12297,2020,190,4.5,23.1081,89.4573,33.054,-48.0961,-0.032934,NA,NA,NA,NA,2.9861,-2.02071454952495,23.5,NaN,NaN
12298,2020,190,5,23.5925,85.3375,32.8898,-53.8672,-0.0493995,NA,NA,NA,NA,4.2761,-2.67538826122062,23.6,NaN,NaN
12299,2020,190,5.5,23.9886,83.1709,32.7323,-53.6807,0.26346,NA,NA,NA,NA,5.0262,-3.52844154114382,23.5,NaN,NaN
12300,2020,190,6,23.9297,83.5653,32.582,-46.698,10.17645,NA,NA,NA,NA,4.8911,-4.2098854002582,23.6,NaN,NaN
12301,2020,190,6.5,23.7119,85.492,32.4388,-21.7042,61.63455,NA,NA,NA,NA,4.2615,-4.34906971774064,23.5,NaN,NaN
12302,2020,190,7,24.6727,85.3929,32.315,23.4655,162.147,NA,NA,NA,NA,4.5449,7.70379042261228,23.5,NaN,NaN
12303,2020,190,7.5,25.5615,83.1416,32.2338,88.2331,296.57625,NA,NA,NA,NA,5.5302,-9.46874773414788,23.5,NaN,NaN
12304,2020,190,8,26.3074,80.3698,32.1755,162.9964,452.2014,NA,NA,NA,NA,6.7298,18.9819412916865,23.5,NaN,NaN
12305,2020,190,8.5,27.2998,77.6752,32.1766,240.6099,613.0746,NA,NA,NA,NA,8.1129,28.431484584696,23.5,NaN,NaN
12306,2020,190,9,27.9815,74.0955,32.2097,319.1232,770.1645,NA,NA,NA,NA,9.7958,30.9985883254136,23.5,NaN,NaN
12307,2020,190,9.5,28.8298,70.4781,32.3138,394.8883,922.1574,NA,NA,NA,NA,11.7268,39.9479714699024,23.5,NaN,NaN
12308,2020,190,10,29.5344,66.4282,32.5484,468.5752,1068.73035,NA,NA,NA,NA,13.8886,35.1733994503823,23.5,NaN,NaN
12309,2020,190,10.5,30.2815,62.7921,32.8808,514.892,1166.2719,NA,NA,NA,NA,16.0667,45.2784689663003,23.4,NaN,NaN
12310,2020,190,11,31.0568,54.8267,33.3181,571.4885,1287.6972,NA,NA,NA,NA,20.3881,35.2437998050724,23.4,NaN,NaN
12311,2020,190,11.5,31.7201,50.1074,33.8139,619.2398,1389.33495,NA,NA,NA,NA,23.3814,29.8014824208979,23.4,NaN,NaN
12312,2020,190,12,32.3333,47.5901,34.2733,646.437,1455.5277,NA,NA,NA,NA,25.4261,30.0100241594354,23.4,NaN,NaN
12313,2020,190,12.5,32.9109,46.4584,34.7542,656.4247,1481.3037,NA,NA,NA,NA,26.832,30.6294951542692,23.3,NaN,NaN
12314,2020,190,13,33.384,43.5495,35.2442,641.7511,1456.62885,NA,NA,NA,NA,29.049,26.9685312629512,23.1,NaN,NaN
12315,2020,190,13.5,33.9892,43.7389,35.8119,639.635,1456.30725,NA,NA,NA,NA,29.9448,40.7730827856654,23.2,NaN,NaN
12316,2020,190,14,34.2823,42.0725,36.4447,626.8144,1428.5445,NA,NA,NA,NA,31.3381,37.6324450033873,23.1,NaN,NaN
12317,2020,190,14.5,34.8778,37.9384,37.0743,602.1346,1395.04095,NA,NA,NA,NA,34.7002,36.6478511734256,23.1,NaN,NaN
12318,2020,190,15,35.1846,37.2134,37.6836,527.2651,1249.548,NA,NA,NA,NA,35.705,38.4044770234038,23.1,NaN,NaN
12319,2020,190,15.5,35.4048,37.2775,38.1979,497.6427,1185.66975,NA,NA,NA,NA,36.1038,38.4816323964026,23.1,NaN,NaN
12320,2020,190,16,35.5685,37.4255,38.644,362.8751,919.4694,NA,NA,NA,NA,36.3446,24.5556336836417,23,NaN,NaN
12321,2020,190,16.5,35.5938,36.9896,38.9032,350.3339,882.79005,NA,NA,NA,NA,36.6486,26.8787216472838,22.9,NaN,NaN
12322,2020,190,17,35.7763,36.1915,38.9384,279.4836,739.51275,NA,NA,NA,NA,37.4867,19.923848409163,23,NaN,NaN
12323,2020,190,17.5,36.0492,36.6299,38.8206,226.6327,621.80655,NA,NA,NA,NA,37.7905,22.5100835928863,22.9,NaN,NaN
12324,2020,190,18,35.9374,37.8015,38.7429,147.133,459.2943,NA,NA,NA,NA,36.8652,9.91591703699018,22.9,NaN,NaN
12325,2020,190,18.5,34.6777,41.0874,38.663,78.5228,316.1358,NA,NA,NA,NA,32.5771,11.0183880985484,22.9,NaN,NaN
12326,2020,190,19,33.7336,43.3043,38.5128,18.324,191.2164,NA,NA,NA,NA,29.7497,11.4965722957366,22.8,NaN,NaN
12327,2020,190,19.5,32.7811,45.6697,38.2951,-26.3488,93.3978,NA,NA,NA,NA,27.0297,4.73060394480797,22.8,NaN,NaN
12328,2020,190,20,31.9655,47.6191,38.0339,-50.2238,25.24125,NA,NA,NA,NA,24.8902,1.61856720803848,22.8,NaN,NaN
12329,2020,190,20.5,30.7668,53.6563,37.7398,-48.5271,2.0556,NA,NA,NA,NA,20.5739,2.93921055588654,22.7,NaN,NaN
12330,2020,190,21,29.8412,56.2074,37.455,-35.6329,-0.378345,NA,NA,NA,NA,18.4392,5.1892621612179,22.8,NaN,NaN
12331,2020,190,21.5,29.9089,57.4047,37.1801,-35.1642,-0.361935,NA,NA,NA,NA,18.0047,5.21162237936346,22.7,NaN,NaN
12332,2020,190,22,28.7814,62.0119,36.9243,-41.8991,-0.59232,NA,NA,NA,NA,15.0477,0.974681729160124,22.8,NaN,NaN
12333,2020,190,22.5,27.9644,67.1484,36.6799,-46.4267,-0.608835,NA,NA,NA,NA,12.4104,0.708190881110309,22.7,NaN,NaN
12334,2020,190,23,27.3034,69.1038,36.4321,-48.3124,-0.78987,NA,NA,NA,NA,11.2301,0.748847856203425,22.8,NaN,NaN
12335,2020,190,23.5,26.763,70.7058,36.1833,-51.4579,-0.9051,NA,NA,NA,NA,10.3158,-3.32599657376893,22.8,NaN,NaN
12336,2020,191,0,26.8275,67.7184,35.9434,-52.6842,-0.888735,NA,NA,NA,NA,11.411,0.403157274907321,22.8,NaN,NaN
12337,2020,191,0.5,26.1965,70.4728,35.7102,-49.3381,-0.872295,NA,NA,NA,NA,10.0568,-2.84449913484552,22.7,NaN,NaN
12338,2020,191,1,25.6972,72.2241,35.4929,-49.1548,-0.823005,NA,NA,NA,NA,9.1851,-3.66541528564462,22.8,NaN,NaN
12339,2020,191,1.5,25.149,74.808,35.2734,-47.0892,-0.67491,NA,NA,NA,NA,8.064,-3.83699489529144,22.8,NaN,NaN
12340,2020,191,2,24.7361,80.2449,35.0588,-48.4262,-0.592605,NA,NA,NA,NA,6.17,-3.96533246975011,22.8,NaN,NaN
12341,2020,191,2.5,24.4419,82.4898,34.848,-50.0288,-0.543225,NA,NA,NA,NA,5.3735,-4.05630482325273,22.9,NaN,NaN
