Datetime,SVD_O2A,SVD_O2B,SVD_O2A_PSII,NIR_v_O2A,NIR_v_O2B,NDVI,fPAR,fesc,Temperature_dataset0,rH,VPD,vwc,Rn,PAR_dataset0,Ca,GPP_dataset0
2021-05-25 18:30:00,0.013003353925996,0.00559319597044274,0,0.277228100735179,0.0259795413994929,0.860144117819886,0.626119485494392,0.380847626796752,20.5239,69.566,-165.573334362146,17.2,63.0031,200.08605,418.465,9.99977770686088
2021-05-25 19:00:00,0.00591474030360952,0.00174203395362102,0,0.285888368265012,0.0266665767140202,0.86001211967133,0.627006672757246,0.381985205903033,20.119,70.3942,-163.435554196622,17.2,10.0231,83.10975,424.15,5.71159069361007
2021-05-25 19:30:00,0.000846657285095385,0.000846657285095385,0,0.471906039991061,0.471906039991061,0.471906039991061,0.62651504156312,0.383122785009314,19.6517,69.3791,-156.44893577042,17.2,-10.7906,30.2526,428.255,2.72451370919144
2021-05-26 06:30:00,0.00359671920463564,0.00152866671264337,0,0.293969936670089,0.0286832563079088,0.854840195007593,0.615699155292354,0.408149525347496,14.8302,91.7267,-153.012086428834,17.1,-19.6314,44.5872,463.262,1.59910254799722
2021-05-26 07:00:00,0.0105307542053193,0.00295412609940613,0,0.304597016655107,0.0328967421084996,0.840058486196582,0.594628201377569,0.430318151945185,15.0837,91.4752,-155.099536489773,17.2,26.5612,167.2557,455.533,8.14217532923386
2021-05-26 07:30:00,0.0378022811622104,0.010381477946108,0,0.262411697352399,0.0275404229920735,0.843398447699504,0.596444426585352,0.371061591558915,16.5972,85.0106,-158.654576459362,17.2,124.0096,373.9872,442.464,12.7812761060409
2021-05-26 08:00:00,0.039422755623533,0.0109655233894922,0,0.286633929008756,0.028384016506856,0.852496324485676,0.611236300325839,0.399770711953122,17.9364,79.8217,-162.011169473138,17.15,226.3293,587.6244,433.952,22.7955004146011
2021-05-26 08:30:00,0.0373374923861466,0.00878662195191857,0,0.276313956320926,0.0265483184187007,0.856356744236719,0.619037769570285,0.38224375256846,18.6119,77.3818,-163.793006531577,17.1,181.2134,505.0803,422.91,19.0179329348304
2021-05-26 09:00:00,0.0660052420772537,0.0159232913715189,0,0.275792024869932,0.0254650850398768,0.861188228906924,0.626393145046454,0.379168972908823,20.3686,70.3505,-165.871024529637,17.1,324.6931,804.7278,409.603,28.1974435799723
2021-05-26 09:30:00,0.0752381611786884,0.0145898243573958,0,0.273943632498045,0.02528355271811,0.861426430079665,0.627409796478222,0.376121454766029,22.0245,58.0726,-151.096767946755,17.1,382.2518,924.0756,403.485,27.4086005484339
